Joint1Tx, Joint1Ty, Joint1Tz, Joint2Tx, Joint2Ty, Joint2Tz, Joint3Tx, Joint3Ty, Joint3Tz, Joint1Ix, Joint1Iy, Joint1Iz, Joint2Ix, Joint2Iy, Joint2Iz, Joint3Ix, Joint3Iy, Joint3Iz, Joint1Mx, Joint1My, Joint1Mz, Joint2Mx, Joint2My, Joint2Mz, Joint3Mx, Joint3My, Joint3Mz,ThumbClosure, IndexClosure, MiddleClosure
-23.64853,-134.1875,-30.06219,-6.981842,-144.0472,-22.46204,-1.382172,-146.2047,-18.77319,77.11572,-90.4126,-4.277466,5.091914,90.63927,-179.7633,-84.46942,48.97803,-139.0141,77.90831,-56.49503,24.32602,5.825583,97.40704,174.6921,-80.23431,-106.7643,24.66135,0.2784314,1,1
-22.44669,-133.8827,-29.12744,-4.106323,-144.068,-21.76031,2.874394,-146.6032,-18.19885,77.11572,-90.41263,-4.277496,5.09191,90.63927,-179.7633,-84.46948,48.97798,-139.0141,77.90831,-56.49503,24.32603,5.825583,97.40703,174.6921,-80.23425,-106.7643,24.66135,0.3098039,1,1
-22.27142,-172.789,-33.23358,13.14117,167.1572,-26.17932,35.73397,155.3629,-27.60004,77.11571,-90.4126,-4.277466,5.091914,90.63927,-179.7633,-84.46942,48.97803,-139.0142,77.90831,-56.49506,24.32601,5.825587,97.40704,174.6921,-80.23431,-106.7643,24.66134,0.7450981,1,1
-16.64066,-177.0332,-36.68814,24.42237,155.5024,-33.18179,51.02597,129.7157,-45.97461,74.51305,-90.03412,-4.255524,11.238,91.01881,-179.7181,-76.06799,75.2893,-165.05,77.90826,-56.49503,24.32604,5.825581,97.40703,174.6921,-80.23425,-106.7643,24.66137,1,0.9568627,1
-12.96234,-172.9974,-36.11047,27.93918,159.0884,-34.53503,53.59882,130.4166,-50.37341,77.11575,-90.4126,-4.277466,5.091913,90.63927,-179.7633,-84.46948,48.97803,-139.0141,77.90829,-56.49503,24.32602,5.825584,97.40703,174.6921,-80.23428,-106.7643,24.66134,1,1,1
-12.96234,-172.9974,-36.11047,27.93918,159.0884,-34.53503,53.59882,130.4166,-50.37341,77.11573,-90.41263,-4.277496,5.091911,90.63927,-179.7633,-84.46942,48.97801,-139.0141,77.90831,-56.49506,24.32601,5.825578,97.40703,174.692,-80.23431,-106.7643,24.66136,1,1,1
-12.96231,-172.9974,-36.11047,27.93919,159.0884,-34.53506,53.59882,130.4166,-50.37341,77.11572,-90.41257,-4.277435,5.09191,90.63927,-179.7633,-84.46942,48.97801,-139.0141,77.90826,-56.49503,24.32603,5.825584,97.40703,174.6921,-80.23431,-106.7643,24.66135,1,1,1
-12.96234,-172.9974,-36.11047,27.93919,159.0884,-34.53503,53.59882,130.4166,-50.37341,76.4112,-90.30377,-4.265137,6.752192,90.74123,-179.7527,-82.39932,61.6146,-151.576,35.12351,-77.99146,4.196742,77.3706,-59.87589,22.14693,54.7864,89.73697,170.7723,1,0.9882353,0.3843137
-12.96234,-172.9974,-36.11047,27.93919,159.0884,-34.53503,53.59881,130.4166,-50.37341,67.4016,-89.19843,-4.397003,28.19434,92.13069,-179.4868,-50.82449,85.82552,-174.8354,0.8716648,-81.08597,0.9562488,11.64043,-80.57208,2.747959,18.0558,-79.85117,4.172276,1,0.8431373,0
-12.96234,-172.9974,-36.11047,27.93918,159.0884,-34.53503,53.59881,130.4166,-50.37341,66.89828,-89.14536,-4.413422,29.40264,92.21629,-179.4625,-49.0141,86.11266,-175.069,2.869389,-80.9671,1.116497,15.31893,-80.34433,2.954352,23.86813,-79.39246,4.506094,1,0.8352941,0.02352941
