Joint1Tx, Joint1Ty, Joint1Tz, Joint2Tx, Joint2Ty, Joint2Tz, Joint3Tx, Joint3Ty, Joint3Tz, Joint1Ix, Joint1Iy, Joint1Iz, Joint2Ix, Joint2Iy, Joint2Iz, Joint3Ix, Joint3Iy, Joint3Iz, Joint1Mx, Joint1My, Joint1Mz, Joint2Mx, Joint2My, Joint2Mz, Joint3Mx, Joint3My, Joint3Mz,ThumbClosure, IndexClosure, MiddleClosure, ThumbAbduction
-42.5397,178.3931,-35.83936,-40.88162,174.053,-28.26999,-47.73694,178.4262,-27.82642,20.59994,-84.72351,-7.141235,38.18837,-86.23447,-4.671783,61.79894,-86.34048,-1.410492,8.555671,-80.59561,1.579914,25.90618,-79.55356,3.639908,40.64111,-77.56903,5.947995,0,0.2078431,0.09019608,0.6941177
-41.33969,-175.5109,-36.71857,-39.73428,-179.8088,-29.24368,-46.53592,-175.3628,-28.78506,33.46862,-85.99966,-6.195648,69.11505,-90.88095,-6.9776,72.30262,95.12685,-177.339,8.890989,-80.57211,1.60772,26.536,-79.49902,3.686352,41.64045,-77.42584,6.067468,0,0.3764706,0.09803922,0.6431373
-39.9462,-168.9516,-37.4704,-38.38712,-173.1933,-30.10995,-45.14047,-168.7106,-29.59708,42.80602,-86.87039,-5.599579,87.33751,135.6979,-139.0185,38.50636,92.38637,-178.2337,10.23277,-80.4762,1.71964,29.0625,-79.27026,3.88083,45.65005,-76.79327,6.603701,0,0.4823529,0.1098039,0.6
-38.82309,-163.9583,-37.90048,-37.29147,-168.1512,-30.63431,-44.01581,-163.6677,-30.05646,54.3655,-87.93005,-4.956635,59.74134,95.21629,-177.9919,-3.582031,90.11472,-177.6671,10.90389,-80.42706,1.776057,30.32994,-79.14902,3.983747,47.66176,-76.43509,6.912805,0,0.6509804,0.1176471,0.5568628
-38.36444,-161.9772,-38.03598,-36.8418,-166.1496,-30.80859,-43.55664,-161.672,-30.19986,59.16202,-88.37888,-4.724609,48.08321,93.7723,-178.8455,-21.02759,88.9817,-177.0944,11.57513,-80.37717,1.83279,31.6001,-79.02286,4.090847,49.67768,-76.0434,7.254827,0,0.7333333,0.1294118,0.5411765
-38.24908,-161.4836,-38.06659,-36.72849,-165.6508,-30.849,-43.44116,-161.1751,-30.23209,63.58788,-88.80798,-4.534729,37.37286,92.81628,-179.2641,-37.07025,87.60213,-176.2033,13.92464,-80.19623,2.034092,36.0658,-78.5379,4.50336,56.76088,-74.31964,8.800026,0,0.7921569,0.1568628,0.5411765
-38.13351,-160.9906,-38.09589,-36.61487,-165.1526,-30.88806,-43.32544,-160.6791,-30.26291,68.15359,-89.27875,-4.373627,26.39103,92.00508,-179.5208,-53.52576,85.35333,-174.4429,17.61371,-79.89127,2.360253,43.13977,-77.60413,5.3061,67.92093,-69.4798,13.34342,0,0.854902,0.1960784,0.5372549
-38.0177,-160.4983,-38.1239,-36.50095,-164.655,-30.92593,-43.2095,-160.1839,-30.29233,71.36916,-89.63992,-4.292542,18.70632,91.49245,-179.6383,-65.01752,82.37798,-171.8072,20.62497,-79.62177,2.637714,48.96915,-76.62064,6.167741,76.87547,-59.57745,22.98761,0,0.9098039,0.2352941,0.5333334
-37.90164,-160.0068,-38.1506,-36.38675,-164.1581,-30.96246,-43.09335,-159.6896,-30.32031,73.79402,-89.93909,-4.259094,12.94192,91.12537,-179.7024,-73.57132,77.70815,-167.393,22.29356,-79.46375,2.796639,52.21972,-75.95328,6.761959,81.44928,-45.36896,37.04603,0,0.945098,0.2509804,0.5294118
-37.66895,-159.0257,-38.20016,-36.15747,-163.1664,-31.0318,-42.86044,-158.7036,-30.37207,76.64648,-90.33948,-4.268616,6.197437,90.70711,-179.7564,-83.12347,58.23969,-148.226,25.28668,-79.16345,3.092541,58.08338,-74.43427,8.140033,84.12962,35.17336,117.3052,0,0.9960784,0.2862745,0.5215687
-37.20148,-157.0724,-38.28375,-35.69598,-161.1916,-31.15512,-42.39258,-156.7426,-30.45868,77.11573,-90.4126,-4.277466,5.091916,90.63927,-179.7633,-84.46942,48.97803,-139.0142,28.59278,-78.80389,3.438313,64.59768,-71.97711,10.427,75.6424,76.45835,158.2533,0,1,0.3333333,0.5058824
-36.7319,-155.1316,-38.34692,-35.23123,-159.2289,-31.25824,-41.92273,-154.7965,-30.52307,77.11572,-90.4126,-4.277466,5.091909,90.63927,-179.7633,-84.46954,48.97797,-139.0141,32.19982,-78.37366,3.843081,71.70733,-67.3598,14.84121,64.30695,86.29846,167.6916,0,1,0.3686275,0.4901961
-36.96689,-156.1004,-38.31787,-35.46396,-160.2087,-31.20917,-42.15784,-155.7676,-30.49359,77.11575,-90.4126,-4.277466,5.091912,90.63927,-179.7633,-84.46942,48.97798,-139.0141,32.8518,-78.2912,3.919795,72.98436,-66.12091,16.04142,62.20163,87.2486,168.5647,0,1,0.3764706,0.4980392
-37.31857,-157.5596,-38.26477,-35.81171,-161.6842,-31.12619,-42.50977,-157.2315,-30.43912,77.11576,-90.4126,-4.277466,5.091909,90.63927,-179.7633,-84.46942,48.97806,-139.0142,32.52597,-78.33258,3.88131,72.34677,-66.76224,15.41949,63.25523,86.79097,168.1457,0,1,0.372549,0.509804
-37.43552,-158.0476,-38.24454,-35.92722,-162.1775,-31.09598,-42.6268,-157.7213,-30.41818,77.11573,-90.41257,-4.277435,5.091907,90.63928,-179.7633,-84.46948,48.97803,-139.0141,29.57987,-78.69037,3.545971,66.54617,-70.98706,11.36327,72.61419,80.36282,162.0517,0,1,0.3372549,0.5137255
