Joint1Tx, Joint1Ty, Joint1Tz, Joint2Tx, Joint2Ty, Joint2Tz, Joint3Tx, Joint3Ty, Joint3Tz, Joint1Ix, Joint1Iy, Joint1Iz, Joint2Ix, Joint2Iy, Joint2Iz, Joint3Ix, Joint3Iy, Joint3Iz, Joint1Mx, Joint1My, Joint1Mz, Joint2Mx, Joint2My, Joint2Mz, Joint3Mx, Joint3My, Joint3Mz,ThumbClosure, IndexClosure, MiddleClosure, ThumbAbduction
-38.47955,-162.4716,-38.00406,-36.95474,-166.6491,-30.76691,-43.67184,-162.1697,-30.16614,7.860283,-83.3067,-8.260773,8.311191,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716571,-81.08597,0.9562452,11.64043,-80.57208,2.747967,18.0558,-79.85117,4.172271,0,0,0,0.5490196
-38.36444,-161.9772,-38.03598,-36.8418,-166.1496,-30.80859,-43.55664,-161.672,-30.19986,7.86029,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716611,-81.08597,0.9562457,11.64043,-80.57208,2.747967,18.0558,-79.85117,4.172272,0,0,0,0.5450981
-37.7854,-159.5159,-38.17603,-36.27225,-163.6619,-30.99777,-42.97699,-159.1962,-30.34689,7.860287,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716658,-81.08597,0.9562453,11.64043,-80.57208,2.747967,18.0558,-79.85117,4.172269,0,0,0,0.5254902
-39.38934,-166.4482,-37.70175,-37.84488,-170.666,-30.38788,-44.58279,-166.1801,-29.84485,7.860284,-83.3067,-8.260773,8.311196,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716673,-81.08597,0.9562457,11.64044,-80.57208,2.747968,18.0558,-79.85117,4.172276,0,0,0,0.5882353
-41.74985,-177.54,-36.44464,-40.12787,178.1469,-28.93692,-46.9465,-177.427,-28.48727,7.860285,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716553,-81.08597,0.9562409,11.64043,-80.57208,2.747962,18.0558,-79.85117,4.172274,0,0,0,0.6745098
-42.82468,176.8664,-35.59329,-41.15207,172.5174,-28.00235,-48.02194,176.8664,-27.55685,7.860286,-83.3067,-8.260773,8.311195,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716654,-81.08597,0.9562494,11.64043,-80.57208,2.747973,18.0558,-79.85117,4.172276,0,0,0,0.7176471
-43.81259,171.2713,-34.60806,-42.08261,166.8965,-26.9458,-49.00903,171.1352,-26.47299,8.139792,-83.34003,-8.233765,8.956533,-83.41302,-5.024719,18.55217,-83.18976,-1.566956,21.96014,-79.49585,2.764572,51.56904,-76.09515,6.635008,80.5903,-49.29431,33.1511,0,0.007843138,0.2392157,0.7647059
-43.72665,171.7794,-34.70282,-42.00214,167.4065,-27.04648,-48.92325,171.6566,-26.57748,8.419496,-83.37329,-8.206848,9.602852,-83.47845,-5.003418,19.508,-83.25943,-1.545013,19.28771,-79.74384,2.51311,46.3744,-77.08777,5.756333,72.94567,-65.24731,17.43429,0,0.01960784,0.2117647,0.7529412
-44.54971,166.7094,-33.71329,-42.76855,162.3221,-26.00275,-49.7439,166.4459,-25.48346,18.60184,-84.51346,-7.303192,33.44459,-85.76993,-4.639221,54.77767,-85.74542,-1.267639,20.29083,-79.65262,2.606367,48.31995,-76.74246,6.060062,75.90572,-61.28818,21.30628,0,0.1921569,0.2392157,0.8039216
-45.49356,160.1752,-32.30176,-43.6333,155.7843,-24.53897,-50.6814,159.7049,-23.91495,34.03856,-86.05377,-6.157227,70.49415,-91.30017,-7.306641,70.25016,94.82627,-177.5296,26.61185,-79.02304,3.228551,60.69094,-73.57632,8.931587,81.29383,60.88498,142.885,0,0.3882353,0.3098039,0.8470588
-45.64252,157.8244,-31.71579,-42.22052,152.5346,-23.33319,-48.03662,155.321,-21.80319,42.80601,-86.87042,-5.599579,87.33773,135.698,-139.0184,38.50636,92.38636,-178.2337,32.52599,-78.33258,3.881312,72.34675,-66.76224,15.41951,63.25524,86.79096,168.1457,0.07058824,0.4862745,0.3843137,0.8509804
-45.04797,156.5164,-31.26181,-34.31592,147.6149,-20.69946,-33.94489,147.1898,-16.94055,44.4838,-87.02435,-5.499695,83.67786,109.4225,-165.0642,32.40562,92.05515,-178.2102,37.05701,-77.71991,4.445501,80.91396,-49.90503,31.99308,48.39531,91.22894,172.0088,0.172549,0.5137255,0.4313726,0.854902
-44.931,156.1029,-31.14923,-32.5242,146.498,-20.21832,-30.70776,145.5894,-16.21854,46.1538,-87.17719,-5.402435,79.69806,102.7456,-171.5168,26.32828,91.73389,-178.1654,38.65791,-77.48254,4.661669,83.45737,-33.82086,47.9698,43.05647,92.20626,172.7614,0.1921569,0.5294118,0.4470588,0.8509804
-44.53531,156.0788,-31.11313,-28.87234,145.1553,-19.5708,-24.20621,143.4297,-15.26993,47.53903,-87.3038,-5.323364,76.35002,100.1064,-173.9728,21.28433,91.46985,-178.1138,43.71095,-76.64609,5.417053,81.99111,59.75153,141.1766,25.95931,94.4624,174.21,0.254902,0.5568628,0.5137255,0.8392157
-43.7767,158.263,-31.53705,-26.40222,146.5583,-19.74146,-20.17722,144.3865,-15.34906,49.19311,-87.45505,-5.230957,72.33337,98.1977,-175.666,15.25935,91.15366,-178.0358,46.8096,-76.0542,5.948376,76.16561,77.03255,158.2124,15.30597,95.52283,174.6783,0.2941177,0.572549,0.5568628,0.8117647
-42.31955,162.2122,-32.21902,-22.76413,149.4783,-20.23047,-14.51651,146.6935,-15.80133,50.83767,-87.60556,-5.141266,68.33143,96.94002,-176.7125,9.267979,90.8345,-177.9401,52.85236,-74.66611,7.193589,63.50476,87.58765,168.2377,-5.809998,97.35875,175.0228,0.345098,0.5960785,0.6352941,0.7607843
-40.99191,165.2097,-32.64984,-19.6676,151.6785,-20.61905,-9.777985,148.3769,-16.23666,51.92844,-87.70557,-5.083038,65.67535,96.30385,-177.2101,5.294098,90.61822,-177.8662,56.08006,-73.75427,8.014895,56.48574,90.0919,170.4275,-17.26425,98.35761,174.9327,0.3882353,0.6156863,0.682353,0.7058824
-38.40207,170.7587,-33.23779,-14.90469,156.2332,-21.45395,-2.967377,152.1672,-17.27429,53.82606,-87.88025,-4.984161,61.05457,95.42726,-177.8482,-1.617737,90.22913,-177.7155,60.92227,-72.05988,9.553398,45.73963,92.54746,172.3631,-34.66608,100.1273,174.3353,0.4352941,0.6392157,0.7529412,0.6313726
-37.25421,172.9565,-33.38571,-12.94135,158.0801,-21.78375,-0.2400208,153.6976,-17.73135,54.09592,-87.90515,-4.970367,60.39756,95.31998,-177.9218,-2.600494,90.17213,-177.6916,65.5732,-69.87521,11.56335,35.1951,94.19969,173.4513,-51.61566,102.6801,172.7762,0.4470588,0.6431373,0.8039216,0.6039216
-35.0224,177.6578,-33.55353,-9.953308,162.4664,-22.43661,3.46906,157.6727,-18.61575,55.4406,-88.02972,-4.902618,57.12507,94.83324,-178.2414,-7.49585,89.88049,-177.5623,68.21243,-68.25763,13.0696,29.1103,94.97543,173.8728,-61.32516,105.1435,170.8433,0.4666667,0.6627451,0.8431373,0.5333334
-34.1756,-178.4892,-33.65298,-10.54486,166.9052,-22.84299,1.596897,162.4493,-18.94821,58.89843,-88.35385,-4.736694,48.72275,93.83753,-178.8124,-20.0701,89.05113,-177.134,74.45644,-62.3656,18.65652,14.34533,96.57658,174.5065,-83.7236,138.8174,138.3898,0.4313726,0.7176471,0.9529412,0.4901961
-31.5321,-170.5045,-33.4725,-8.826202,175.456,-23.42151,2.477361,171.1545,-19.63864,59.68816,-88.42896,-4.700684,46.80722,93.64547,-178.9082,-22.93808,88.83975,-177.0116,77.01398,-58.32666,22.54929,8.071217,97.19151,174.6538,-83.3028,-119.9285,37.64344,0.4156863,0.7254902,0.9843137,0.4039216
-31.0946,-170.2153,-33.37564,-7.853333,175.5681,-23.41479,3.921531,171.0941,-19.71603,59.68814,-88.42896,-4.700684,46.80722,93.64548,-178.9082,-22.93808,88.83974,-177.0116,77.90826,-56.49503,24.32604,5.825587,97.40704,174.6921,-80.23431,-106.7643,24.66137,0.427451,0.7254902,1,0.3921569
-30.52826,-170.7194,-33.24496,-6.060242,174.6045,-23.38339,6.804187,169.7285,-19.86853,58.89841,-88.35385,-4.736725,48.72276,93.83752,-178.8124,-20.0701,89.05113,-177.134,77.2395,-57.89023,22.97211,7.507985,97.24575,174.664,-82.57541,-115.6277,33.38825,0.454902,0.7137255,0.9882353,0.3803922
-30.96945,-170.9889,-33.33292,-7.024902,174.5114,-23.37091,5.377511,169.8157,-19.75723,56.24358,-88.10443,-4.863007,55.17203,94.5741,-178.4014,-10.41785,89.69936,-177.4762,76.09966,-59.94547,20.98446,10.33616,96.97208,174.6076,-85.55096,-150.0403,67.57196,0.4431373,0.6745098,0.9686275,0.3921569
-31.16968,-171.746,-33.36221,-7.051605,173.6605,-23.33545,5.509653,168.9164,-19.72516,54.9037,-87.97989,-4.929474,58.43149,95.01884,-178.1224,-5.541443,89.99859,-177.6161,75.8682,-60.32111,20.62216,10.90539,96.91652,174.5948,-85.80566,-161.6474,79.13297,0.4470588,0.6509804,0.9607843,0.4
-31.36542,-173.5082,-33.37509,-6.383392,171.5141,-23.25223,6.956954,166.5032,-19.7298,54.36549,-87.93005,-4.956635,59.74137,95.21628,-177.9919,-3.582001,90.11472,-177.6671,76.09967,-59.9455,20.98443,10.33616,96.97208,174.6076,-85.55109,-150.0403,67.57191,0.4666667,0.6470588,0.9686275,0.4117647
-31.15656,-173.7674,-33.34131,-5.663635,171.0546,-23.25571,8.134155,165.8673,-19.81973,54.09595,-87.90515,-4.970367,60.39753,95.31995,-177.9218,-2.600494,90.17213,-177.6916,75.86821,-60.32111,20.62216,10.90538,96.91651,174.5948,-85.80566,-161.6474,79.13297,0.4784314,0.6392157,0.9607843,0.4039216
-30.31689,-171.0155,-33.2034,-5.332306,174.1079,-23.38058,7.992814,169.0551,-19.95105,50.01663,-87.5304,-5.185791,70.33004,97.51244,-176.2451,12.25926,90.99468,-177.9902,72.0242,-65.1344,16.01431,20.17019,95.9787,174.3105,-75.3642,113.7623,162.9706,0.4666667,0.5843138,0.9019608,0.3764706
-31.01318,-164.451,-33.5657,-11.224,-177.2225,-23.84561,-2.516907,179.3272,-19.89359,43.92539,-86.97314,-5.532684,84.9713,113.9285,-160.6341,34.4368,92.16415,-178.2206,64.49698,-70.44522,11.0361,37.65468,93.85566,173.2442,-47.67398,101.9543,173.28,0.3333333,0.4901961,0.7803922,0.3686275
-32.75327,-159.0856,-34.82651,-19.409,-169.3581,-25.36072,-16.28925,-170.9125,-21.35782,40.83959,-86.6893,-5.719391,86.62872,-119.1371,-34.12894,45.64834,92.7952,-178.2278,58.95068,-72.80615,8.873652,50.14418,91.67278,171.7077,-27.54962,99.34557,174.6614,0.2235294,0.454902,0.7098039,0.3960784
-34.22174,-159.4607,-35.65045,-23.74045,-168.5753,-26.35397,-23.05759,-169.1556,-22.60239,41.68347,-86.76712,-5.667603,88.03159,-153.3283,-68.20111,42.58463,92.61615,-178.2354,58.95067,-72.80615,8.873651,50.14419,91.67278,171.7077,-27.54962,99.34557,174.6614,0.1686275,0.4666667,0.7098039,0.4352941
-35.96985,-158.7783,-36.94757,-30.06415,-165.647,-28.42984,-33.21866,-164.1917,-25.68082,38.86453,-86.50641,-5.842773,82.12132,-99.79135,-15.0672,52.81072,93.2459,-178.1712,56.36992,-73.66501,8.095531,55.84942,90.27297,170.5791,-18.29861,98.45174,174.9143,0.07450981,0.4196078,0.6666667,0.4784314
-36.61426,-154.6484,-38.35956,-35.11465,-158.7402,-31.28088,-41.80505,-154.3124,-30.53577,34.03856,-86.05377,-6.157257,70.49415,-91.3002,-7.306641,70.25015,94.82626,-177.5296,51.95991,-74.89459,6.988355,65.42141,86.67699,167.4099,-2.663971,97.0918,175.0134,0,0.3490196,0.6078432,0.4901961
-36.96689,-156.1004,-38.31784,-35.46396,-160.2087,-31.20917,-42.15784,-155.7676,-30.49362,23.45955,-85.0177,-6.917084,45.00952,-86.94281,-4.799683,71.89732,-87.53241,-1.986511,44.64561,-76.47464,5.571106,80.34657,67.0774,148.4303,22.75884,94.79852,174.3767,0,0.1764706,0.4901961,0.509804
-37.7854,-159.5158,-38.17603,-36.27225,-163.6619,-30.99777,-42.97699,-159.1962,-30.34689,11.22745,-83.70081,-7.94339,16.11791,-84.12134,-4.822968,29.14361,-83.93967,-1.362671,33.8274,-78.16489,4.036833,74.88364,-63.88089,18.22244,59.03108,88.44746,169.6454,0,0.03137255,0.3764706,0.5254902
-38.0177,-160.4983,-38.1239,-36.50095,-164.655,-30.92593,-43.2095,-160.1839,-30.29233,7.860283,-83.3067,-8.260773,8.311198,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,25.9497,-79.09378,3.160183,59.38728,-74.02258,8.51878,82.88699,50.55293,132.6193,0,0,0.2941177,0.5333334
-38.82309,-163.9583,-37.90051,-37.29147,-168.1512,-30.63431,-44.01581,-163.6677,-30.05649,7.860284,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,21.29284,-79.5593,2.700861,50.26853,-76.36591,6.393686,78.77454,-55.28299,27.22265,0,0,0.2117647,0.5607843
-38.70886,-163.4621,-37.93631,-37.1796,-167.6499,-30.67978,-43.90143,-163.1676,-30.09445,7.860286,-83.3067,-8.260773,8.3112,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,9.89725,-80.50046,1.691552,28.42981,-79.3291,3.830841,44.64586,-76.96115,6.460087,0,0,0.1058824,0.5568628
-39.16388,-165.4505,-37.78516,-37.62476,-169.6585,-30.49023,-44.35703,-165.1729,-29.93381,7.860285,-83.3067,-8.260773,8.311198,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,2.86939,-80.9671,1.116494,15.31892,-80.34433,2.95434,23.86813,-79.39249,4.506092,0,0,0,0.5764706
-38.82309,-163.9583,-37.90048,-37.29147,-168.1512,-30.63431,-44.01581,-163.6678,-30.05646,7.860277,-83.3067,-8.260773,8.311185,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716639,-81.08597,0.9562523,11.64043,-80.57208,2.747974,18.0558,-79.85117,4.172283,0,0,0,0.5568628
-39.5015,-166.9478,-37.65808,-37.95425,-171.1705,-30.33481,-44.69513,-166.6848,-29.79819,7.860281,-83.3067,-8.260773,8.311193,-83.34735,-5.04657,17.59779,-83.11975,-1.5896,0.8716583,-81.08597,0.9562437,11.64043,-80.57205,2.747966,18.0558,-79.85117,4.172269,0,0,0,0.5882353
-40.05634,-169.4538,-37.42026,-38.49411,-173.7001,-30.05063,-45.25076,-169.2187,-29.54321,7.860286,-83.3067,-8.260773,8.3112,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716674,-81.08597,0.9562454,11.64044,-80.57208,2.747968,18.05581,-79.85117,4.172277,0,0,0,0.6117647
-40.60004,-171.9711,-37.15012,-39.021,-176.2398,-29.73553,-45.79523,-171.7688,-29.25226,7.860282,-83.3067,-8.260773,8.311197,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716598,-81.08597,0.9562504,11.64044,-80.57205,2.747971,18.0558,-79.85117,4.172278,0,0,0,0.6235294
