Joint1Tx, Joint1Ty, Joint1Tz, Joint2Tx, Joint2Ty, Joint2Tz, Joint3Tx, Joint3Ty, Joint3Tz, Joint1Ix, Joint1Iy, Joint1Iz, Joint2Ix, Joint2Iy, Joint2Iz, Joint3Ix, Joint3Iy, Joint3Iz, Joint1Mx, Joint1My, Joint1Mz, Joint2Mx, Joint2My, Joint2Mz, Joint3Mx, Joint3My, Joint3Mz,ThumbClosure, IndexClosure, MiddleClosure, ThumbAbduction
-43.03293,152.4139,-30.8345,-9.234924,135.3203,-17.62704,11.75941,129.8301,-14.18735,7.860281,-83.3067,-8.260773,8.311194,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716605,-81.08597,0.9562469,11.64043,-80.57208,2.747967,18.0558,-79.85117,4.172276,0.654902,0,0,0.8313726
-45.68362,147.3384,-29.22308,-19.62375,133.4731,-16.38675,-5.920715,130.134,-12.0957,7.860293,-83.3067,-8.260773,8.311196,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716659,-81.08597,0.9562471,11.64043,-80.57208,2.747968,18.0558,-79.85117,4.172276,0.4431373,0,0,0.9215686
-46.27521,147.3993,-29.13513,-29.91928,136.7775,-17.55554,-24.84924,135.1279,-13.26611,7.860284,-83.3067,-8.260773,8.311194,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716664,-81.08597,0.9562456,11.64044,-80.57208,2.747968,18.0558,-79.85117,4.172276,0.2627451,0,0,0.9294118
-46.17676,154.7248,-31.02008,-44.24622,150.345,-23.22995,-51.35571,154.0621,-22.48477,7.860296,-83.3067,-8.260773,8.311202,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716626,-81.08597,0.9562455,11.64044,-80.57205,2.747967,18.05581,-79.85117,4.172274,0,0,0,0.8823529
-45.14786,162.6785,-32.85959,-43.31863,158.2869,-25.11438,-50.33862,162.2907,-24.53577,7.860287,-83.3067,-8.260773,8.31119,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.871667,-81.08597,0.9562424,11.64042,-80.57208,2.747963,18.0558,-79.85117,4.172271,0,0,0,0.8196079
-43.72665,171.7794,-34.70282,-42.00214,167.4065,-27.04648,-48.92325,171.6566,-26.57751,7.860288,-83.3067,-8.260773,8.311197,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716674,-81.08597,0.9562452,11.64044,-80.57208,2.747966,18.0558,-79.85117,4.172276,0,0,0,0.7450981
-41.95123,-178.5559,-36.30042,-40.32059,177.1239,-28.77676,-47.14807,-178.4617,-28.33011,7.860278,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716674,-81.08597,0.9562471,11.64044,-80.57205,2.747968,18.0558,-79.85117,4.172276,0,0,0,0.6627451
-41.1311,-174.498,-36.84818,-39.53357,-178.7878,-29.39014,-46.32703,-174.3333,-28.9256,7.860285,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716699,-81.08597,0.9562468,11.64043,-80.57205,2.747968,18.0558,-79.85117,4.172276,0,0,0,0.6470588
-41.02594,-173.9919,-36.91107,-39.43225,-178.2776,-29.46158,-46.22177,-173.8194,-28.99374,7.860285,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716606,-81.08597,0.9562455,11.64043,-80.57205,2.747966,18.0558,-79.85117,4.172276,0,0,0,0.6392157
-40.92029,-173.4862,-36.97272,-39.33032,-177.7678,-29.53186,-46.11594,-173.3059,-29.06052,7.860289,-83.3067,-8.260773,8.311195,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716689,-81.08597,0.9562459,11.64044,-80.57208,2.747967,18.0558,-79.85117,4.172276,0,0,0,0.6352941
-41.23572,-175.0043,-36.78397,-39.63425,-179.2982,-29.31747,-46.43176,-174.8478,-28.85602,7.860285,-83.3067,-8.260773,8.311197,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716568,-81.08597,0.9562432,11.64043,-80.57208,2.747965,18.0558,-79.85117,4.172273,0,0,0,0.6470588
-40.92029,-173.4862,-36.97272,-39.33032,-177.7678,-29.53186,-46.11591,-173.3059,-29.06052,12.92081,-83.89316,-7.790039,20.06974,-84.50043,-4.742889,34.98891,-84.34021,-1.286346,0.8716602,-81.08597,0.9562449,11.64043,-80.57208,2.747965,18.0558,-79.85117,4.172276,0,0.07058824,0,0.6352941
-40.70728,-172.4758,-37.09225,-39.12469,-176.7489,-29.66882,-45.90265,-172.2807,-29.18976,18.03169,-84.45279,-7.35025,32.0946,-85.64026,-4.637177,52.77983,-85.59161,-1.246796,4.538387,-80.86325,1.251195,18.40834,-80.13583,3.138501,28.75642,-78.95071,4.839892,0,0.1568628,0.07450981,0.627451
-40.27524,-170.4594,-37.31604,-38.70648,-174.7149,-29.92825,-45.46997,-170.237,-29.43112,29.18417,-85.58728,-6.493195,58.76182,-88.71048,-5.516327,87.61115,109.3954,-163.9019,25.61829,-79.12875,3.126277,58.73534,-74.23248,8.325418,83.56599,43.59847,125.6977,0,0.3058824,0.2980392,0.6078432
-39.27676,-165.9491,-37.74411,-37.73505,-170.162,-30.4397,-44.47009,-165.6761,-29.89005,36.59808,-86.29501,-5.988129,76.6825,-94.07904,-9.69104,61.01311,93.85722,-178.0035,32.19982,-78.37369,3.843073,71.70733,-67.3598,14.84118,64.30696,86.29848,167.6916,0,0.3960784,0.3686275,0.5764706
-39.5015,-166.9478,-37.65808,-37.95425,-171.1705,-30.33481,-44.69513,-166.6848,-29.79819,41.9644,-86.793,-5.650482,88.19268,-173.7327,-88.5661,41.56432,92.55783,-178.2362,42.7721,-76.81262,5.267219,83.44498,48.94521,130.4413,29.16254,94.10612,174.0169,0,0.5058824,0.5568628,0.5843138
-39.5015,-166.9479,-37.65808,-37.95425,-171.1705,-30.33481,-44.69513,-166.6848,-29.79816,48.6428,-87.40472,-5.261475,73.6711,98.73778,-175.1973,17.26411,91.25919,-178.0637,56.36992,-73.66504,8.09553,55.84941,90.27296,170.5791,-18.29861,98.45172,174.9143,0,0.5686275,0.6862745,0.5803922
-38.47955,-162.4716,-38.00406,-36.95471,-166.6491,-30.76691,-43.67184,-162.1697,-30.16614,54.63475,-87.95499,-4.943024,59.086,95.11596,-178.0587,-4.562347,90.05688,-177.6419,66.90213,-69.10385,12.27985,32.14089,94.60097,173.6776,-56.49777,103.7661,171.9594,0,0.6509804,0.8235294,0.5490196
-38.0177,-160.4983,-38.1239,-36.50095,-164.655,-30.92593,-43.2095,-160.1839,-30.29233,61.25799,-88.57971,-4.631317,43.00418,93.29083,-179.072,-28.63354,88.38599,-176.7325,75.40183,-61.04077,19.929,12.04735,96.80452,174.5676,-85.74036,173.4169,103.9763,0,0.7568628,0.9647059,0.5372549
-37.58289,-163.2753,-37.16296,-32.91431,-169.4946,-28.82587,-37.11032,-167.3124,-26.56833,67.65268,-89.2251,-4.389038,27.59202,92.08849,-179.4985,-51.72681,85.67403,-174.7105,77.90829,-56.49503,24.32603,5.82558,97.40704,174.6921,-80.23431,-106.7643,24.66135,0.05882353,0.8470588,1,0.5294118
-35.36847,-155.1582,-37.21246,-30.30801,-161.4992,-29.01746,-34.14899,-159.5831,-26.52869,77.11572,-90.4126,-4.277466,5.091916,90.63927,-179.7633,-84.46948,48.97798,-139.0141,77.90829,-56.49503,24.32604,5.825583,97.40703,174.6921,-80.23431,-106.7643,24.66135,0.06666667,1,1,0.454902
-33.84613,-147.93,-37.366,-29.62463,-153.6637,-29.61194,-34.147,-151.2827,-27.36102,77.11572,-90.4126,-4.277466,5.091909,90.63927,-179.7633,-84.46948,48.97803,-139.0142,77.90829,-56.49506,24.32601,5.825582,97.40704,174.6921,-80.23425,-106.7643,24.66137,0.05098039,1,1,0.4
-33.42548,-145.6102,-37.43896,-29.62082,-151.058,-29.86145,-34.48331,-148.4317,-27.74765,77.11575,-90.4126,-4.277466,5.091906,90.63928,-179.7633,-84.46948,48.97803,-139.0142,77.90826,-56.495,24.32605,5.825585,97.40704,174.6921,-80.23428,-106.7643,24.66138,0.04313726,1,1,0.3843137
